exp_name,srx,srr
jurkat_sgRNA_50_1_L003,SRX24274799,SRR28707515
jurkat_mRNA_50_1_L004,SRX24274800,SRR28707514
jurkat_sgRNA_50_1_L004,SRX24274801,SRR28707513
jurkat_mRNA_31_1_L003,SRX24274802,SRR28707512
jurkat_mRNA_50_2_L001,SRX24274803,SRR28707511
jurkat_sgRNA_50_2_L001,SRX24274804,SRR28707510
jurkat_sgRNA_52_2_L002,SRX24274805,SRR28707509
jurkat_mRNA_52_2_L003,SRX24274806,SRR28707508
jurkat_sgRNA_52_2_L003,SRX24274807,SRR28707507
jurkat_sgRNA_31_2_L002,SRX24274808,SRR28707506
jurkat_mRNA_52_2_L004,SRX24274809,SRR28707505
jurkat_sgRNA_52_2_L004,SRX24274810,SRR28707504
jurkat_mRNA_52_3_L001,SRX24274811,SRR28707503
jurkat_sgRNA_52_3_L001,SRX24274812,SRR28707502
jurkat_mRNA_52_3_L002,SRX24274813,SRR28707501
jurkat_sgRNA_52_3_L002,SRX24274814,SRR28707500
jurkat_mRNA_52_3_L003,SRX24274815,SRR28707499
jurkat_sgRNA_52_3_L003,SRX24274816,SRR28707498
jurkat_mRNA_52_3_L004,SRX24274817,SRR28707497
jurkat_sgRNA_52_3_L004,SRX24274818,SRR28707496
jurkat_mRNA_31_2_L003,SRX24274819,SRR28707495
jurkat_mRNA_52_4_L001,SRX24274820,SRR28707494
jurkat_sgRNA_52_4_L001,SRX24274821,SRR28707493
jurkat_mRNA_52_4_L002,SRX24274822,SRR28707492
jurkat_sgRNA_52_4_L002,SRX24274823,SRR28707491
jurkat_mRNA_52_4_L003,SRX24274824,SRR28707490
jurkat_sgRNA_52_4_L003,SRX24274825,SRR28707489
jurkat_mRNA_52_4_L004,SRX24274826,SRR28707488
jurkat_sgRNA_52_4_L004,SRX24274827,SRR28707487
jurkat_mRNA_53_1_L001,SRX24274828,SRR28707486
jurkat_sgRNA_55_1_L001,SRX24274829,SRR28707485
jurkat_mRNA_55_1_L002,SRX24274830,SRR28707484
jurkat_sgRNA_55_1_L002,SRX24274831,SRR28707483
jurkat_mRNA_55_1_L003,SRX24274832,SRR28707482
jurkat_sgRNA_55_1_L003,SRX24274833,SRR28707481
jurkat_mRNA_55_1_L004,SRX24274834,SRR28707480
jurkat_sgRNA_55_1_L004,SRX24274835,SRR28707479
jurkat_mRNA_31_3_L003,SRX24274836,SRR28707478
jurkat_mRNA_55_2_L001,SRX24274837,SRR28707477
jurkat_sgRNA_55_2_L001,SRX24274838,SRR28707476
jurkat_mRNA_55_2_L002,SRX24274839,SRR28707475
jurkat_sgRNA_55_2_L002,SRX24274840,SRR28707474
jurkat_mRNA_55_2_L003,SRX24274841,SRR28707473
jurkat_sgRNA_55_2_L003,SRX24274842,SRR28707472
jurkat_mRNA_55_2_L004,SRX24274843,SRR28707471
jurkat_sgRNA_55_2_L004,SRX24274844,SRR28707470
jurkat_mRNA_55_3_L001,SRX24274845,SRR28707469
jurkat_sgRNA_55_3_L001,SRX24274846,SRR28707468
jurkat_sgRNA_31_3_L003,SRX24274847,SRR28707467
jurkat_mRNA_55_3_L002,SRX24274848,SRR28707466
jurkat_sgRNA_55_3_L002,SRX24274849,SRR28707465
jurkat_mRNA_55_3_L003,SRX24274850,SRR28707464
jurkat_sgRNA_55_3_L003,SRX24274851,SRR28707463
jurkat_mRNA_55_3_L004,SRX24274852,SRR28707462
jurkat_sgRNA_34_1_L002,SRX24274853,SRR28707461
jurkat_mRNA_34_1_L003,SRX24274854,SRR28707460
jurkat_sgRNA_34_1_L003,SRX24274855,SRR28707459
jurkat_mRNA_34_1_L004,SRX24274856,SRR28707458
jurkat_sgRNA_34_1_L004,SRX24274857,SRR28707457
jurkat_mRNA_34_2_L001,SRX24274858,SRR28707456
jurkat_sgRNA_34_2_L001,SRX24274859,SRR28707455
jurkat_sgRNA_29_3_L001,SRX24274860,SRR28707454
jurkat_mRNA_34_2_L002,SRX24274861,SRR28707453
jurkat_sgRNA_34_2_L002,SRX24274862,SRR28707452
jurkat_mRNA_34_2_L003,SRX24274863,SRR28707451
jurkat_sgRNA_34_2_L003,SRX24274864,SRR28707450
jurkat_mRNA_34_2_L004,SRX24274865,SRR28707449
jurkat_sgRNA_34_2_L004,SRX24274866,SRR28707448
jurkat_mRNA_34_3_L001,SRX24274867,SRR28707447
jurkat_sgRNA_34_3_L001,SRX24274868,SRR28707446
jurkat_mRNA_34_3_L002,SRX24274869,SRR28707445
jurkat_sgRNA_34_3_L002,SRX24274870,SRR28707444
jurkat_mRNA_29_3_L002,SRX24274871,SRR28707443
jurkat_mRNA_34_3_L003,SRX24274872,SRR28707442
jurkat_sgRNA_34_3_L003,SRX24274873,SRR28707441
jurkat_mRNA_34_3_L004,SRX24274874,SRR28707440
jurkat_sgRNA_34_3_L004,SRX24274875,SRR28707949
jurkat_mRNA_34_4_L001,SRX24274876,SRR28707948
jurkat_mRNA_38_4_L002,SRX24274877,SRR28707947
jurkat_sgRNA_38_4_L002,SRX24274878,SRR28707946
jurkat_mRNA_38_4_L003,SRX24274879,SRR28707945
jurkat_sgRNA_38_4_L003,SRX24274880,SRR28707944
jurkat_mRNA_38_4_L004,SRX24274881,SRR28707943
jurkat_sgRNA_38_4_L004,SRX24274882,SRR28707942
jurkat_mRNA_30_1_L001,SRX24274883,SRR28707941
jurkat_mRNA_39_1_L001,SRX24274884,SRR28707940
jurkat_sgRNA_39_1_L001,SRX24274885,SRR28707939
jurkat_mRNA_39_1_L002,SRX24274886,SRR28707938
jurkat_sgRNA_39_1_L002,SRX24274887,SRR28707937
jurkat_mRNA_39_1_L003,SRX24274888,SRR28707936
jurkat_sgRNA_39_1_L003,SRX24274889,SRR28707935
jurkat_mRNA_39_1_L004,SRX24274890,SRR28707934
jurkat_sgRNA_39_1_L004,SRX24274891,SRR28707933
jurkat_mRNA_39_2_L001,SRX24274892,SRR28707932
jurkat_sgRNA_39_2_L001,SRX24274893,SRR28707931
jurkat_sgRNA_30_1_L001,SRX24274894,SRR28707930
jurkat_mRNA_39_2_L002,SRX24274895,SRR28707929
jurkat_sgRNA_39_2_L002,SRX24274896,SRR28707928
jurkat_mRNA_39_2_L003,SRX24274897,SRR28707927
jurkat_sgRNA_39_2_L003,SRX24274898,SRR28707926
jurkat_mRNA_39_2_L004,SRX24274899,SRR28707925
jurkat_sgRNA_39_2_L004,SRX24274900,SRR28707924
jurkat_mRNA_43_3_L002,SRX24274901,SRR28707923
jurkat_sgRNA_43_3_L002,SRX24274902,SRR28707922
jurkat_mRNA_43_3_L003,SRX24274903,SRR28707921
jurkat_sgRNA_43_3_L003,SRX24274904,SRR28707920
jurkat_sgRNA_30_2_L004,SRX24274905,SRR28707919
jurkat_mRNA_43_3_L004,SRX24274906,SRR28707918
jurkat_sgRNA_43_3_L004,SRX24274907,SRR28707917
jurkat_mRNA_43_4_L001,SRX24274908,SRR28707916
jurkat_sgRNA_43_4_L001,SRX24274909,SRR28707915
jurkat_mRNA_43_4_L002,SRX24274910,SRR28707914
jurkat_sgRNA_43_4_L002,SRX24274911,SRR28707913
jurkat_mRNA_43_4_L003,SRX24274912,SRR28707912
jurkat_sgRNA_43_4_L003,SRX24274913,SRR28707911
jurkat_mRNA_43_4_L004,SRX24274914,SRR28707910
jurkat_sgRNA_43_4_L004,SRX24274915,SRR28707909
jurkat_mRNA_30_3_L001,SRX24274916,SRR28707908
jurkat_mRNA_44_1_L001,SRX24274917,SRR28707907
jurkat_sgRNA_44_1_L001,SRX24274918,SRR28707906
jurkat_mRNA_44_1_L002,SRX24274919,SRR28707905
jurkat_sgRNA_44_1_L002,SRX24274920,SRR28707904
jurkat_mRNA_44_1_L003,SRX24274921,SRR28707903
jurkat_sgRNA_44_1_L003,SRX24274922,SRR28707902
jurkat_mRNA_44_1_L004,SRX24274923,SRR28707901
jurkat_sgRNA_44_1_L004,SRX24274924,SRR28707900
jurkat_mRNA_45_3_L002,SRX24274925,SRR28707899
jurkat_sgRNA_45_3_L002,SRX24274926,SRR28707898
jurkat_mRNA_45_3_L003,SRX24274927,SRR28707897
jurkat_sgRNA_45_3_L003,SRX24274928,SRR28707896
jurkat_mRNA_45_3_L004,SRX24274929,SRR28707895
jurkat_sgRNA_45_3_L004,SRX24274930,SRR28707894
jurkat_mRNA_45_4_L001,SRX24274931,SRR28707893
jurkat_sgRNA_45_4_L001,SRX24274932,SRR28707892
jurkat_mRNA_45_4_L002,SRX24274933,SRR28707891
jurkat_sgRNA_45_4_L002,SRX24274934,SRR28707890
jurkat_mRNA_30_3_L004,SRX24274935,SRR28707889
jurkat_mRNA_45_4_L003,SRX24274936,SRR28707888
jurkat_sgRNA_45_4_L003,SRX24274937,SRR28707887
jurkat_mRNA_45_4_L004,SRX24274938,SRR28707886
jurkat_sgRNA_45_4_L004,SRX24274939,SRR28707885
jurkat_mRNA_46_1_L001,SRX24274940,SRR28707884
jurkat_sgRNA_46_1_L001,SRX24274941,SRR28707883
jurkat_mRNA_46_1_L002,SRX24274942,SRR28707882
jurkat_sgRNA_46_1_L002,SRX24274943,SRR28707881
jurkat_mRNA_46_1_L003,SRX24274944,SRR28707880
jurkat_sgRNA_46_1_L003,SRX24274945,SRR28707879
jurkat_sgRNA_30_3_L004,SRX24274946,SRR28707878
jurkat_mRNA_46_1_L004,SRX24274947,SRR28707877
jurkat_sgRNA_46_1_L004,SRX24274948,SRR28707876
jurkat_sgRNA_48_2_L001,SRX24274949,SRR28707875
jurkat_mRNA_48_2_L002,SRX24274950,SRR28707874
jurkat_sgRNA_48_2_L002,SRX24274951,SRR28707873
jurkat_mRNA_30_4_L004,SRX24274952,SRR28707872
jurkat_mRNA_48_2_L003,SRX24274953,SRR28707871
jurkat_sgRNA_48_2_L003,SRX24274954,SRR28707870
jurkat_mRNA_48_2_L004,SRX24274955,SRR28707869
jurkat_sgRNA_48_2_L004,SRX24274956,SRR28707868
jurkat_mRNA_48_3_L001,SRX24274957,SRR28707867
jurkat_sgRNA_48_3_L001,SRX24274958,SRR28707866
jurkat_mRNA_48_3_L002,SRX24274959,SRR28707865
jurkat_sgRNA_48_3_L002,SRX24274960,SRR28707864
jurkat_mRNA_48_3_L003,SRX24274961,SRR28707863
jurkat_sgRNA_48_3_L003,SRX24274962,SRR28707862
jurkat_sgRNA_30_4_L004,SRX24274963,SRR28707861
jurkat_mRNA_48_3_L004,SRX24274964,SRR28707860
jurkat_sgRNA_48_3_L004,SRX24274965,SRR28707859
jurkat_mRNA_48_4_L001,SRX24274966,SRR28707858
jurkat_sgRNA_48_4_L001,SRX24274967,SRR28707857
jurkat_mRNA_48_4_L002,SRX24274968,SRR28707856
jurkat_sgRNA_48_4_L002,SRX24274969,SRR28707855
jurkat_mRNA_48_4_L003,SRX24274970,SRR28707854
jurkat_sgRNA_48_4_L003,SRX24274971,SRR28707853
jurkat_mRNA_48_4_L004,SRX24274972,SRR28707852
jurkat_sgRNA_50_4_L004,SRX24274973,SRR28707851
jurkat_mRNA_51_1_L001,SRX24274974,SRR28707850
jurkat_sgRNA_51_1_L001,SRX24274975,SRR28707849
jurkat_mRNA_51_1_L002,SRX24274976,SRR28707848
jurkat_sgRNA_51_1_L002,SRX24274977,SRR28707847
jurkat_mRNA_51_1_L003,SRX24274978,SRR28707846
jurkat_sgRNA_51_1_L003,SRX24274979,SRR28707845
jurkat_sgRNA_31_1_L004,SRX24274980,SRR28707844
jurkat_mRNA_51_1_L004,SRX24274981,SRR28707843
jurkat_sgRNA_51_1_L004,SRX24274982,SRR28707842
jurkat_mRNA_51_2_L001,SRX24274983,SRR28707841
jurkat_sgRNA_51_2_L001,SRX24274984,SRR28707840
jurkat_mRNA_51_2_L002,SRX24274985,SRR28707839
jurkat_sgRNA_51_2_L002,SRX24274986,SRR28707838
jurkat_mRNA_51_2_L003,SRX24274987,SRR28707837
jurkat_sgRNA_51_2_L003,SRX24274988,SRR28707836
jurkat_mRNA_51_2_L004,SRX24274989,SRR28707835
jurkat_sgRNA_51_2_L004,SRX24274990,SRR28707834
jurkat_mRNA_31_2_L001,SRX24274991,SRR28707833
jurkat_mRNA_51_3_L001,SRX24274992,SRR28707832
jurkat_sgRNA_51_3_L001,SRX24274993,SRR28707831
jurkat_mRNA_51_3_L002,SRX24274994,SRR28707830
jurkat_sgRNA_51_3_L002,SRX24274995,SRR28707829
jurkat_mRNA_51_3_L003,SRX24274996,SRR28707828
jurkat_mRNA_53_3_L004,SRX24274997,SRR28707827
jurkat_sgRNA_53_3_L004,SRX24274998,SRR28707826
jurkat_mRNA_53_4_L001,SRX24274999,SRR28707825
jurkat_sgRNA_53_4_L001,SRX24275000,SRR28707824
jurkat_mRNA_53_4_L002,SRX24275001,SRR28707823
jurkat_sgRNA_53_4_L002,SRX24275002,SRR28707822
jurkat_mRNA_53_4_L003,SRX24275003,SRR28707821
jurkat_sgRNA_53_4_L003,SRX24275004,SRR28707820
jurkat_mRNA_53_4_L004,SRX24275005,SRR28707819
jurkat_sgRNA_53_4_L004,SRX24275006,SRR28707818
jurkat_mRNA_29_2_L001,SRX24275007,SRR28707817
jurkat_mRNA_31_3_L001,SRX24275008,SRR28707816
jurkat_mRNA_54_1_L001,SRX24275009,SRR28707815
jurkat_sgRNA_54_1_L001,SRX24275010,SRR28707814
jurkat_mRNA_54_1_L002,SRX24275011,SRR28707813
jurkat_sgRNA_54_1_L002,SRX24275012,SRR28707812
jurkat_mRNA_54_1_L003,SRX24275013,SRR28707811
jurkat_sgRNA_54_1_L003,SRX24275014,SRR28707810
jurkat_mRNA_54_1_L004,SRX24275015,SRR28707809
jurkat_sgRNA_54_1_L004,SRX24275016,SRR28707808
jurkat_mRNA_54_2_L001,SRX24275017,SRR28707807
jurkat_sgRNA_54_2_L001,SRX24275018,SRR28707806
jurkat_sgRNA_31_3_L001,SRX24275019,SRR28707805
jurkat_mRNA_54_2_L002,SRX24275020,SRR28707804
jurkat_sgRNA_56_2_L003,SRX24275021,SRR28707803
jurkat_mRNA_56_2_L004,SRX24275022,SRR28707802
jurkat_sgRNA_56_2_L004,SRX24275023,SRR28707801
jurkat_mRNA_31_4_L001,SRX24275024,SRR28707800
jurkat_mRNA_56_3_L001,SRX24275025,SRR28707799
jurkat_sgRNA_56_3_L001,SRX24275026,SRR28707798
jurkat_mRNA_56_3_L002,SRX24275027,SRR28707797
jurkat_sgRNA_56_3_L002,SRX24275028,SRR28707796
jurkat_mRNA_56_3_L003,SRX24275029,SRR28707795
jurkat_sgRNA_56_3_L003,SRX24275030,SRR28707794
jurkat_mRNA_56_3_L004,SRX24275031,SRR28707793
jurkat_sgRNA_56_3_L004,SRX24275032,SRR28707792
jurkat_mRNA_56_4_L001,SRX24275033,SRR28707791
jurkat_sgRNA_56_4_L001,SRX24275034,SRR28707790
jurkat_sgRNA_31_4_L001,SRX24275035,SRR28707789
jurkat_mRNA_56_4_L002,SRX24275036,SRR28707788
jurkat_sgRNA_56_4_L002,SRX24275037,SRR28707787
jurkat_mRNA_56_4_L003,SRX24275038,SRR28707786
jurkat_sgRNA_56_4_L003,SRX24275039,SRR28707785
jurkat_mRNA_56_4_L004,SRX24275040,SRR28707784
jurkat_sgRNA_56_4_L004,SRX24275041,SRR28707783
jurkat_sgRNA_29_2_L001,SRX24275042,SRR28707782
jurkat_mRNA_31_4_L002,SRX24275043,SRR28707781
jurkat_sgRNA_31_4_L002,SRX24275044,SRR28707780
jurkat_sgRNA_34_4_L001,SRX24275045,SRR28707779
jurkat_mRNA_34_4_L002,SRX24275046,SRR28707778
jurkat_sgRNA_34_4_L002,SRX24275047,SRR28707777
jurkat_mRNA_34_4_L003,SRX24275048,SRR28707776
jurkat_sgRNA_34_4_L003,SRX24275049,SRR28707775
jurkat_sgRNA_29_3_L002,SRX24275050,SRR28707774
jurkat_mRNA_34_4_L004,SRX24275051,SRR28707773
jurkat_sgRNA_34_4_L004,SRX24275052,SRR28707772
jurkat_mRNA_35_1_L001,SRX24275053,SRR28707771
jurkat_sgRNA_35_1_L001,SRX24275054,SRR28707770
jurkat_mRNA_35_1_L002,SRX24275055,SRR28707769
jurkat_sgRNA_35_1_L002,SRX24275056,SRR28707768
jurkat_mRNA_35_1_L003,SRX24275057,SRR28707767
jurkat_sgRNA_35_1_L003,SRX24275058,SRR28707766
jurkat_mRNA_35_1_L004,SRX24275059,SRR28707765
jurkat_sgRNA_35_1_L004,SRX24275060,SRR28707764
jurkat_mRNA_29_1_L002,SRX24275061,SRR28707763
jurkat_mRNA_29_3_L003,SRX24275062,SRR28707762
jurkat_mRNA_35_2_L001,SRX24275063,SRR28707761
jurkat_sgRNA_35_2_L001,SRX24275064,SRR28707760
jurkat_mRNA_35_2_L002,SRX24275065,SRR28707759
jurkat_sgRNA_35_2_L002,SRX24275066,SRR28707758
jurkat_mRNA_35_2_L003,SRX24275067,SRR28707757
jurkat_sgRNA_35_2_L003,SRX24275068,SRR28707756
jurkat_sgRNA_29_4_L001,SRX24275069,SRR28707755
jurkat_mRNA_36_4_L002,SRX24275070,SRR28707754
jurkat_sgRNA_36_4_L002,SRX24275071,SRR28707753
jurkat_mRNA_36_4_L003,SRX24275072,SRR28707752
jurkat_sgRNA_36_4_L003,SRX24275073,SRR28707751
jurkat_mRNA_36_4_L004,SRX24275074,SRR28707750
jurkat_sgRNA_36_4_L004,SRX24275075,SRR28707749
jurkat_mRNA_37_1_L001,SRX24275076,SRR28707748
jurkat_sgRNA_37_1_L001,SRX24275077,SRR28707747
jurkat_mRNA_37_1_L002,SRX24275078,SRR28707746
jurkat_sgRNA_37_1_L002,SRX24275079,SRR28707745
jurkat_mRNA_29_4_L002,SRX24275080,SRR28707744
jurkat_mRNA_37_1_L003,SRX24275081,SRR28707743
jurkat_sgRNA_37_1_L003,SRX24275082,SRR28707742
jurkat_mRNA_37_1_L004,SRX24275083,SRR28707741
jurkat_sgRNA_37_1_L004,SRX24275084,SRR28707740
jurkat_mRNA_37_2_L001,SRX24275085,SRR28707739
jurkat_sgRNA_37_2_L001,SRX24275086,SRR28707738
jurkat_mRNA_37_2_L002,SRX24275087,SRR28707737
jurkat_sgRNA_37_2_L002,SRX24275088,SRR28707736
jurkat_mRNA_37_2_L003,SRX24275089,SRR28707735
jurkat_sgRNA_37_2_L003,SRX24275090,SRR28707734
jurkat_sgRNA_29_4_L002,SRX24275091,SRR28707733
jurkat_mRNA_37_2_L004,SRX24275092,SRR28707732
jurkat_mRNA_39_3_L001,SRX24275093,SRR28707731
jurkat_sgRNA_39_3_L001,SRX24275094,SRR28707730
jurkat_mRNA_39_3_L002,SRX24275095,SRR28707729
jurkat_sgRNA_39_3_L002,SRX24275096,SRR28707728
jurkat_mRNA_30_1_L002,SRX24275097,SRR28707727
jurkat_mRNA_39_3_L003,SRX24275098,SRR28707726
jurkat_sgRNA_39_3_L003,SRX24275099,SRR28707725
jurkat_mRNA_39_3_L004,SRX24275100,SRR28707724
jurkat_sgRNA_39_3_L004,SRX24275101,SRR28707723
jurkat_mRNA_39_4_L001,SRX24275102,SRR28707722
jurkat_sgRNA_39_4_L001,SRX24275103,SRR28707721
jurkat_mRNA_39_4_L002,SRX24275104,SRR28707720
jurkat_sgRNA_39_4_L002,SRX24275105,SRR28707719
jurkat_mRNA_39_4_L003,SRX24275106,SRR28707718
jurkat_sgRNA_39_4_L003,SRX24275107,SRR28707717
jurkat_sgRNA_30_1_L002,SRX24275108,SRR28707716
jurkat_mRNA_39_4_L004,SRX24275109,SRR28707715
jurkat_sgRNA_39_4_L004,SRX24275110,SRR28707714
jurkat_mRNA_40_1_L001,SRX24275111,SRR28707713
jurkat_sgRNA_40_1_L001,SRX24275112,SRR28707712
jurkat_mRNA_40_1_L002,SRX24275113,SRR28707711
jurkat_sgRNA_40_1_L002,SRX24275114,SRR28707710
jurkat_mRNA_40_1_L003,SRX24275115,SRR28707709
jurkat_sgRNA_40_1_L003,SRX24275116,SRR28707708
jurkat_mRNA_41_3_L001,SRX24275117,SRR28707707
jurkat_sgRNA_41_3_L001,SRX24275118,SRR28707706
jurkat_mRNA_41_3_L002,SRX24275119,SRR28707705
jurkat_sgRNA_41_3_L002,SRX24275120,SRR28707704
jurkat_mRNA_41_3_L003,SRX24275121,SRR28707703
jurkat_sgRNA_41_3_L003,SRX24275122,SRR28707702
jurkat_mRNA_41_3_L004,SRX24275123,SRR28707701
jurkat_sgRNA_41_3_L004,SRX24275124,SRR28707700
jurkat_mRNA_41_4_L001,SRX24275125,SRR28707699
jurkat_sgRNA_41_4_L001,SRX24275126,SRR28707698
jurkat_sgRNA_30_2_L001,SRX24275127,SRR28707697
jurkat_mRNA_41_4_L002,SRX24275128,SRR28707696
jurkat_sgRNA_41_4_L002,SRX24275129,SRR28707695
jurkat_mRNA_41_4_L003,SRX24275130,SRR28708080
jurkat_sgRNA_41_4_L003,SRX24275131,SRR28708079
jurkat_mRNA_41_4_L004,SRX24275132,SRR28708078
jurkat_sgRNA_41_4_L004,SRX24275133,SRR28708077
jurkat_mRNA_42_1_L001,SRX24275134,SRR28708076
jurkat_sgRNA_42_1_L001,SRX24275135,SRR28708075
jurkat_mRNA_42_1_L002,SRX24275136,SRR28708074
jurkat_sgRNA_42_1_L002,SRX24275137,SRR28708073
jurkat_mRNA_30_2_L002,SRX24275138,SRR28708072
jurkat_mRNA_42_1_L003,SRX24275139,SRR28708071
jurkat_sgRNA_42_1_L003,SRX24275140,SRR28708070
jurkat_mRNA_44_2_L001,SRX24275141,SRR28708069
jurkat_sgRNA_44_2_L001,SRX24275142,SRR28708068
jurkat_sgRNA_30_3_L001,SRX24275143,SRR28708067
jurkat_mRNA_44_2_L002,SRX24275144,SRR28708066
jurkat_sgRNA_44_2_L002,SRX24275145,SRR28708065
jurkat_mRNA_44_2_L003,SRX24275146,SRR28708064
jurkat_sgRNA_44_2_L003,SRX24275147,SRR28708063
jurkat_mRNA_44_2_L004,SRX24275148,SRR28708062
jurkat_sgRNA_44_2_L004,SRX24275149,SRR28708061
jurkat_mRNA_44_3_L001,SRX24275150,SRR28708060
jurkat_sgRNA_44_3_L001,SRX24275151,SRR28708059
jurkat_mRNA_44_3_L002,SRX24275152,SRR28708058
jurkat_sgRNA_44_3_L002,SRX24275153,SRR28708057
jurkat_sgRNA_29_1_L003,SRX24275154,SRR28708056
jurkat_mRNA_30_3_L002,SRX24275155,SRR28708055
jurkat_mRNA_44_3_L003,SRX24275156,SRR28708054
jurkat_sgRNA_44_3_L003,SRX24275157,SRR28708053
jurkat_mRNA_44_3_L004,SRX24275158,SRR28708052
jurkat_sgRNA_44_3_L004,SRX24275159,SRR28708051
jurkat_mRNA_44_4_L001,SRX24275160,SRR28708050
jurkat_sgRNA_44_4_L001,SRX24275161,SRR28708049
jurkat_mRNA_44_4_L002,SRX24275162,SRR28708048
jurkat_sgRNA_44_4_L002,SRX24275163,SRR28708047
jurkat_mRNA_44_4_L003,SRX24275164,SRR28708046
jurkat_mRNA_47_3_L003,SRX24275165,SRR28708045
jurkat_sgRNA_47_3_L003,SRX24275166,SRR28708044
jurkat_mRNA_47_3_L004,SRX24275167,SRR28708043
jurkat_sgRNA_47_3_L004,SRX24275168,SRR28708042
jurkat_mRNA_29_1_L004,SRX24275169,SRR28708041
jurkat_mRNA_30_4_L003,SRX24275170,SRR28708040
jurkat_mRNA_47_4_L001,SRX24275171,SRR28708039
jurkat_sgRNA_47_4_L001,SRX24275172,SRR28708038
jurkat_mRNA_47_4_L002,SRX24275173,SRR28708037
jurkat_sgRNA_47_4_L002,SRX24275174,SRR28708036
jurkat_mRNA_47_4_L003,SRX24275175,SRR28708035
jurkat_sgRNA_47_4_L003,SRX24275176,SRR28708034
jurkat_mRNA_47_4_L004,SRX24275177,SRR28708033
jurkat_sgRNA_47_4_L004,SRX24275178,SRR28708032
jurkat_mRNA_48_1_L001,SRX24275179,SRR28708031
jurkat_sgRNA_48_1_L001,SRX24275180,SRR28708030
jurkat_sgRNA_30_4_L003,SRX24275181,SRR28708029
jurkat_mRNA_48_1_L002,SRX24275182,SRR28708028
jurkat_sgRNA_48_1_L002,SRX24275183,SRR28708027
jurkat_mRNA_48_1_L003,SRX24275184,SRR28708026
jurkat_sgRNA_48_1_L003,SRX24275185,SRR28708025
jurkat_mRNA_48_1_L004,SRX24275186,SRR28708024
jurkat_sgRNA_48_1_L004,SRX24275187,SRR28708023
jurkat_mRNA_48_2_L001,SRX24275188,SRR28708022
jurkat_mRNA_50_2_L002,SRX24275189,SRR28708021
jurkat_sgRNA_50_2_L002,SRX24275190,SRR28708020
jurkat_mRNA_50_2_L003,SRX24275191,SRR28708019
jurkat_sgRNA_50_2_L003,SRX24275192,SRR28708018
jurkat_mRNA_50_2_L004,SRX24275193,SRR28708017
jurkat_sgRNA_50_2_L004,SRX24275194,SRR28708016
jurkat_mRNA_50_3_L001,SRX24275195,SRR28708015
jurkat_sgRNA_50_3_L001,SRX24275196,SRR28708014
jurkat_sgRNA_31_1_L003,SRX24275197,SRR28708013
jurkat_mRNA_50_3_L002,SRX24275198,SRR28708012
jurkat_sgRNA_50_3_L002,SRX24275199,SRR28708011
jurkat_mRNA_50_3_L003,SRX24275200,SRR28708010
jurkat_sgRNA_50_3_L003,SRX24275201,SRR28708009
jurkat_mRNA_50_3_L004,SRX24275202,SRR28708008
jurkat_sgRNA_50_3_L004,SRX24275203,SRR28708007
jurkat_mRNA_50_4_L001,SRX24275204,SRR28708006
jurkat_sgRNA_50_4_L001,SRX24275205,SRR28708005
jurkat_mRNA_50_4_L002,SRX24275206,SRR28708004
jurkat_sgRNA_50_4_L002,SRX24275207,SRR28708003
jurkat_sgRNA_29_1_L004,SRX24275208,SRR28708002
jurkat_mRNA_31_1_L004,SRX24275209,SRR28708001
jurkat_mRNA_50_4_L003,SRX24275210,SRR28708000
jurkat_sgRNA_50_4_L003,SRX24275211,SRR28707999
jurkat_mRNA_50_4_L004,SRX24275212,SRR28707998
jurkat_sgRNA_53_1_L001,SRX24275213,SRR28707997
jurkat_sgRNA_31_2_L003,SRX24275214,SRR28707996
jurkat_mRNA_53_1_L002,SRX24275215,SRR28707995
jurkat_sgRNA_53_1_L002,SRX24275216,SRR28707994
jurkat_mRNA_53_1_L003,SRX24275217,SRR28707993
jurkat_sgRNA_53_1_L003,SRX24275218,SRR28707992
jurkat_mRNA_53_1_L004,SRX24275219,SRR28707991
jurkat_sgRNA_53_1_L004,SRX24275220,SRR28707990
jurkat_mRNA_53_2_L001,SRX24275221,SRR28707989
jurkat_sgRNA_53_2_L001,SRX24275222,SRR28707988
jurkat_mRNA_53_2_L002,SRX24275223,SRR28707987
jurkat_sgRNA_53_2_L002,SRX24275224,SRR28707986
jurkat_mRNA_31_2_L004,SRX24275225,SRR28707985
jurkat_mRNA_53_2_L003,SRX24275226,SRR28707984
jurkat_sgRNA_53_2_L003,SRX24275227,SRR28707983
jurkat_mRNA_53_2_L004,SRX24275228,SRR28707982
jurkat_sgRNA_53_2_L004,SRX24275229,SRR28707981
jurkat_mRNA_53_3_L001,SRX24275230,SRR28707980
jurkat_sgRNA_53_3_L001,SRX24275231,SRR28707979
jurkat_mRNA_53_3_L002,SRX24275232,SRR28707978
jurkat_sgRNA_53_3_L002,SRX24275233,SRR28707977
jurkat_mRNA_53_3_L003,SRX24275234,SRR28707976
jurkat_sgRNA_53_3_L003,SRX24275235,SRR28707975
jurkat_sgRNA_31_2_L004,SRX24275236,SRR28707974
jurkat_sgRNA_55_3_L004,SRX24275237,SRR28707973
jurkat_mRNA_55_4_L001,SRX24275238,SRR28707972
jurkat_sgRNA_55_4_L001,SRX24275239,SRR28707971
jurkat_mRNA_55_4_L002,SRX24275240,SRR28707970
jurkat_sgRNA_55_4_L002,SRX24275241,SRR28707969
jurkat_mRNA_31_3_L004,SRX24275242,SRR28707968
